@relation 'emploiFinal3 (1)'

@attribute ville {Casablanca,Rabat,'Meknès ',Salé,'Marrakech ',Benguerir,'Kenitra ',Agadir,'Fès ','Mohammedia ','Skhirat ',' Safi ','Tanger ','Sala al jadida',' Berrechid ','Oujda ','El Jadida ',Laayoune,'Tout le Maroc','AL HOCEIMA ','Bouskoura ','Errachidia ',' Ain Harrouda ',Guerssif}
@attribute entreprise {Leyton,'Sitel Group','Attijariwafa bank','Sofrecom Services Maroc',Omnishore,'Lydec et SUEZ','Deloitte Nearshore','ORH Assessment','Hit Radio',Richbond,Atos,'Webhelp Maroc',OBS,Umanis,Majorel,'Maroc Climate and Security (MCS) - Carrier','ARIA Tech','Université Mohammed VI Polytechnique',Msin,CDG,'ALTEN Maroc',Crouzet,Stellantis,Unifitel,'TNC  The Next Clic ','Label\'Vie - Carrefour Market','Excel Management Conseil','AXA Rabat (Axa Services)','La Brigade de Casa','Intelcia ITS','SQLI Maroc','INTM Mediterranée',Aria,'Manpower Agences',Altados,'Al Hoceinia','Adria Business & Technology','Fondation Marocaine pour la Promotion de l\'enseignement préScolaire',Opus.RH,Cnexia,Coficab,'DXC Technology Maroc','Epil Tech Maroc',Eumatech,Welink,Accytime,'AXA Group Operations Maroc','CGI Technologies et Solutions Maroc','HP SEARCH','Reactive Executive',Imacab,'Perenity Software',S3M,Ecolys,Madaef,'BMCI Groupe BNP Paribas','Oceane Consulting','Atlas Pharm','Eca Assurances','Meski Invest - Riva Industries','Leet initiative',Ventec,Preci,Novec,'Isossell Groupe','Econocom Maroc','Comdata Group','LCI Education','Université Internationale de Rabat',Coface,'HPS Maroc',Neosys,'Atlas On Line',Involys,Comicom,Maymana,'SMBL Food',Eqdom,TeamDEV,'Royale Marocaine d\'Assurance',Finéa,'TP-Link Morocco','APM Terminals','Alter Ipso','GO RH Maroc','La Marocaine vie',Mubawab.ma,'McDonald\'s Maroc','Winpa Phone','Bank Of Africa','Safran Nacelles','Foods and Goods',OCBM,'EnerGetic Link','O&D Services','Disty technologies','Auto Nejma Maroc S.A.','Aptiv Maroc  (ex Delphi)',CRIT,'Groupe ODM','CAC (Centrale Automobile Chérifienne)','Air Arabia','Ratp dev Casablanca','Société des Boissons du Maroc','Société Marocaine des Tabacs','Annour Technologies','AKKA Technologies','Sogea Maroc','ATOZMA Services','Consort Maroc','Groupe Adaming',FGT,'Digital Virgo',OFPPT,'Fonds d\'Equipement Communal (FEC)','Groupe Renault','Safran Engineering Services Maroc','Générale routière','Groupe Assu 2000',Karinvest,Alumetaux,'Rifl Biometrics','Fondation Arrawaj','Société de Développement Local Nouaceur Développement','A.LAZRAK Immobilier','KLK Khayatey Living','Pharma Pilot',Dekra}
@attribute secteur_act {' Aéronautique / Spatial',' Informatique',' Centre d\'appel',' Banque / Finance',' BTP / Génie Civil',' Autres services',' Audiovisuel',' Agence pub / Marketing Direct',' Conseil / Etudes',' Comptabilité / Audit',' Telecom',' Electro-mécanique / Mécanique',' Autres Industries',' Automobile / Motos / Cycles',' Offshoring / Nearshoring',' Distribution',' Assurance / Courtage',' Internet / Multimédia',' Recrutement / Intérim',' Cosmétique / Parfumerie / Luxe',' Energie',' Agriculture / Environnement',' Agroalimentaire',' Immobilier / Promoteur / Agence',' Enseignement / Formation',' Transport / Messagerie / Logistique',' Pharmacie / Santé',' Juridique / Cabinet d’avocats',' Métallurgie / Sidérurgie'}
@attribute fonction {' Méthodes / Process / Industrialisation',' Gestion projet / Etudes / R&D',' Administration des ventes / SAV',' Banque',' Call Centers',' Informatique / Electronique',' Communication / Publicité / RP',' Télécoms / Réseaux',' Informatique / Electronique / Multimédia / Internet',' RH / Personnel / Formation',' Avocat / Juriste / Fiscaliste',' Gestion / Comptabilité / Finance',' Logistique / Transport',' Audit / Conseil',' Commercial / Vente / Export',' Achats / Supply Chain',' Marketing',' Assurance',' Immobilier / Promotion',' Journalisme / Traduction',' Distribution',' Production / Qualité / Sécurité / Maintenance',' Assistanat de Direction / Services Généraux',' Travaux / Chantiers / BTP',' Agriculture',' Caméraman / Monteur / Preneur de son',' Environnement',' Enseignement',' Santé / Social',' Multimédia / Internet',' Hôtellerie / Restauration',' Médical / Paramédical'}
@attribute experience {' De 1 à 3 ans',' Moins de 1 an',' De 5 à 10 ans',' De 10 à 20 ans',' De 3 à 5 ans',' Débutant'}
@attribute niv_etude {' Bac +4',' Bac +5 et plus',' Bac',' Bac +2',' Bac +3',' Qualification avant Bac',' Autodidacte',' Bac +1'}
@attribute contrat {' CDI',' Stage',' Autre',' CDD',' Freelance'}
@attribute titre {'Ingénieur ','Conseiller Technique ','Conseiller Client',Analyste,Responsable,'Chef de Projet ','Operations Manager ','Ingénieur Java J2EE','Architecte IT','Team Lead ',Auditeur,'Chargé de Communication ',Stagiaire,'Infographiste ','Développeur ','Ingénieur infrastructure',Consultant,'Ingénieur Support Applicatif',Technicien,'Tech Lead','Responsable RH ','Téléconseiller ','Ingénieur Etude et Développement','Administrateur IT','Conseiller Commercial ',Commercial,'Juriste ','Conseiller en Assurance',Comptable,'Ingénieur Testeur','Chargé Administratif',Coordinateur,'Gestionnaire ',Assistant,'Chef de projet IT ',Acheteur,'Expert Technique ','Ingénieur Informatique ',Manager,'Formateur ','Ingénieur DevOps ','Ingénieur Réseau et Sécurité','Concepteur Développeur ','Contrôleur de Gestion','Scrum Master ','Référent technique ','Consultant IT',Journaliste,'Chargé de Développement','Chargé de Sécurité ','Opérateur Agricole ','Responsable régional ','Directeur ','Responsable Commercial','Chargé de Recouvrement','Chargés d\'Etudes','Responsable Marketing ',Cadre,'Responsable IT ','Chargé d\'Affaires ','Responsable Administratif ','Animateur ','Community Manager ','Infirmier ','Chef d\'équipe ','Administrateur des ventes','Contrôleur ','Chargé de Mission ','Chargé d\'Approvisionnement','Chef de Service ','Expert UX/UI ','Responsable maintenance ','Ingénieur Système','Business Process Owner ','Professeur ','Délégué médical','Responsable Achats ','Chargé des Relations Entreprises','Agent de facturation ','Hôtesse d\'Accueil ','Enseignant de sport polyvalent ','Dessinateur industriel ','Chef Atelier'}

@data
Rabat,'AXA Group Operations Maroc',' Comptabilité / Audit',' Gestion / Comptabilité / Finance',' De 1 à 3 ans',' Bac +3',' CDD','Gestionnaire '
Casablanca,Neosys,' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Tech Lead'
Rabat,'Webhelp Maroc',' Informatique',' Informatique / Electronique',' Débutant',' Bac +5 et plus',' CDI',Analyste
Casablanca,'ORH Assessment',' Pharmacie / Santé',' Production / Qualité / Sécurité / Maintenance',' De 10 à 20 ans',' Bac +5 et plus',' CDI','Directeur '
'Tanger ',Coficab,' Autres Industries',' Gestion projet / Etudes / R&D',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Chef de Projet '
'Tanger ','Manpower Agences',' Transport / Messagerie / Logistique',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +3',' CDI',Comptable
Casablanca,Finéa,' Banque / Finance',' Assistanat de Direction / Services Généraux',' De 3 à 5 ans',' Bac +4',' CDI',Assistant
Rabat,'Université Internationale de Rabat',' Enseignement / Formation',' RH / Personnel / Formation',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Responsable RH '
'Tanger ',Coficab,' Automobile / Motos / Cycles',' Logistique / Transport',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Rabat,'SQLI Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur DevOps '
Rabat,'Manpower Agences',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Casablanca,'Deloitte Nearshore',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Etude et Développement'
Casablanca,OCBM,' Comptabilité / Audit',' Audit / Conseil',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable Administratif '
Casablanca,'Reactive Executive',' Agence pub / Marketing Direct',' Commercial / Vente / Export',' Débutant',' Bac +4',' Stage','Chargé de Communication '
'Tanger ',Comicom,' Automobile / Motos / Cycles',' Assistanat de Direction / Services Généraux',' De 1 à 3 ans',' Bac +2',' CDI',Assistant
'Tanger ',Comicom,' Automobile / Motos / Cycles',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +4',' CDI','Conseiller Commercial '
Casablanca,Comicom,' Agriculture / Environnement',' Agriculture',' De 1 à 3 ans',' Bac +2',' Autre',Commercial
'Fès ',Comicom,' Automobile / Motos / Cycles',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +4',' CDI','Conseiller Commercial '
'Fès ',Comicom,' Automobile / Motos / Cycles',' Assistanat de Direction / Services Généraux',' De 1 à 3 ans',' Bac +2',' CDI',Assistant
Casablanca,Comicom,' Automobile / Motos / Cycles',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +2',' CDI','Conseiller Commercial '
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Expert Technique '
'El Jadida ','Meski Invest - Riva Industries',' Autres Industries',' Production / Qualité / Sécurité / Maintenance',' De 3 à 5 ans',' Bac +2',' CDI','Animateur '
Rabat,'Manpower Agences',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,'Intelcia ITS',' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac',' CDI',Commercial
Agadir,'Webhelp Maroc',' Centre d\'appel',' Administration des ventes / SAV',' Débutant',' Bac',' Autre','Conseiller Client'
Agadir,'Webhelp Maroc',' Centre d\'appel',' Administration des ventes / SAV',' Débutant',' Bac',' Autre','Conseiller Client'
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Tech Lead'
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Testeur'
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Testeur'
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,'Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur Support Applicatif'
Casablanca,'HPS Maroc',' Informatique',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Projet '
'Sala al jadida','Oceane Consulting',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur DevOps '
Casablanca,'Safran Nacelles',' Autres Industries',' Production / Qualité / Sécurité / Maintenance',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,'Lydec et SUEZ',' Banque / Finance',' Environnement',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Contrôleur de Gestion'
Casablanca,'ORH Assessment',' Autres services',' Enseignement',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Agadir,'Webhelp Maroc',' Centre d\'appel',' Call Centers',' Débutant',' Bac',' CDI',Commercial
Casablanca,'La Marocaine vie',' Assurance / Courtage',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Analyste
'Sala al jadida','Econocom Maroc',' Informatique',' Informatique / Electronique',' Moins de 1 an',' Bac +2',' CDI',Technicien
Rabat,'Webhelp Maroc',' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +2',' CDI','Développeur '
Casablanca,Leyton,' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI',Analyste
Casablanca,'Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,Leyton,' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur DevOps '
'Fès ','ALTEN Maroc',' Informatique',' Télécoms / Réseaux',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,Atos,' Informatique',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chef de Projet '
'Tanger ','Manpower Agences',' Automobile / Motos / Cycles',' Administration des ventes / SAV',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Administrateur des ventes'
Casablanca,'Manpower Agences',' Agence pub / Marketing Direct',' Communication / Publicité / RP',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Directeur '
Casablanca,'Manpower Agences',' Agence pub / Marketing Direct',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Manager
'Bouskoura ','Foods and Goods',' Distribution',' Achats / Supply Chain',' De 1 à 3 ans',' Bac +2',' CDI',Assistant
Casablanca,Eumatech,' Conseil / Etudes',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Consultant
'Meknès ','Meski Invest - Riva Industries',' Automobile / Motos / Cycles',' Gestion / Comptabilité / Finance',' De 5 à 10 ans',' Bac +3',' CDI',Comptable
'Meknès ','Meski Invest - Riva Industries',' Automobile / Motos / Cycles',' Gestion / Comptabilité / Finance',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Comptable
Casablanca,'Winpa Phone',' Assurance / Courtage',' Assurance',' De 1 à 3 ans',' Bac +2',' CDI','Conseiller en Assurance'
Casablanca,'Maroc Climate and Security (MCS) - Carrier',' Autres services',' Achats / Supply Chain',' De 1 à 3 ans',' Bac +5 et plus',' CDD','Chargé d\'Approvisionnement'
Casablanca,'Lydec et SUEZ',' Energie',' Achats / Supply Chain',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Chargé Administratif'
Casablanca,'INTM Mediterranée',' Banque / Finance',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Tech Lead'
Casablanca,'Manpower Agences',' Recrutement / Intérim',' RH / Personnel / Formation',' Débutant',' Bac +5 et plus',' CDD','Responsable RH '
Casablanca,'EnerGetic Link',' Informatique',' Multimédia / Internet',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Administrateur IT'
Casablanca,'Safran Nacelles',' Autres Industries',' Méthodes / Process / Industrialisation',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,Aria,' Centre d\'appel',' Informatique / Electronique / Multimédia / Internet',' De 1 à 3 ans',' Bac +3',' CDI',Technicien
Casablanca,'Sitel Group',' Centre d\'appel',' Médical / Paramédical',' De 1 à 3 ans',' Bac +2',' CDI','Infirmier '
Casablanca,'Label\'Vie - Carrefour Market',' Conseil / Etudes',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Projet '
'Skhirat ','Label\'Vie - Carrefour Market',' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +4',' CDI','Ingénieur Support Applicatif'
Rabat,'Manpower Agences',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Manager
Agadir,'Manpower Agences',' Pharmacie / Santé',' Médical / Paramédical',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chargé d\'Affaires '
Casablanca,'Manpower Agences',' Pharmacie / Santé',' Médical / Paramédical',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chargé d\'Affaires '
'Kenitra ','Webhelp Maroc',' Pharmacie / Santé',' Santé / Social',' De 1 à 3 ans',' Bac +2',' CDI','Infirmier '
Casablanca,'ORH Assessment',' Juridique / Cabinet d’avocats',' Avocat / Juriste / Fiscaliste',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Juriste '
Casablanca,'Deloitte Nearshore',' Informatique',' Informatique / Electronique',' Moins de 1 an',' Bac +5 et plus',' CDI','Développeur '
Casablanca,'Manpower Agences',' Autres Industries',' RH / Personnel / Formation',' De 1 à 3 ans',' Bac +3',' CDD',Assistant
Casablanca,'Safran Nacelles',' Autres Industries',' Achats / Supply Chain',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Gestionnaire '
Casablanca,'O&D Services',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 1 à 3 ans',' Bac +2',' CDI','Développeur '
Casablanca,Maymana,' Agroalimentaire',' Commercial / Vente / Export',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Responsable
Casablanca,Atos,' Informatique',' Télécoms / Réseaux',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Tech Lead'
Casablanca,Aria,' Centre d\'appel',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,'ORH Assessment',' Juridique / Cabinet d’avocats',' Assistanat de Direction / Services Généraux',' De 5 à 10 ans',' Bac +3',' CDI',Assistant
Rabat,'Manpower Agences',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur DevOps '
Rabat,'Manpower Agences',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Scrum Master '
Rabat,'Manpower Agences',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Support Applicatif'
Rabat,'Manpower Agences',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Support Applicatif'
'Tout le Maroc','Label\'Vie - Carrefour Market',' Distribution',' Distribution',' De 1 à 3 ans',' Bac +2',' CDI',Responsable
'Skhirat ','Label\'Vie - Carrefour Market',' Distribution',' Communication / Publicité / RP',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Responsable
'Oujda ','SQLI Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Concepteur Développeur '
Casablanca,'Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Support Applicatif'
Casablanca,'Deloitte Nearshore',' Comptabilité / Audit',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +3',' CDI',Comptable
Casablanca,'ORH Assessment',' Enseignement / Formation',' Enseignement',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,'Disty technologies',' Distribution',' Marketing',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Cadre
Casablanca,'Disty technologies',' Informatique',' Gestion / Comptabilité / Finance',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Casablanca,'Disty technologies',' Informatique',' Gestion / Comptabilité / Finance',' De 5 à 10 ans',' Bac +3',' CDI',Comptable
Casablanca,'Disty technologies',' Informatique',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Manager
Casablanca,'Disty technologies',' Distribution',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,'Disty technologies',' Distribution',' Logistique / Transport',' De 3 à 5 ans',' Bac +4',' CDI','Conseiller Client'
Casablanca,'Disty technologies',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +4',' CDI','Ingénieur Informatique '
Casablanca,'Disty technologies',' Informatique',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +4',' CDI','Conseiller Commercial '
Casablanca,'Disty technologies',' Informatique',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Responsable Commercial'
Casablanca,'Disty technologies',' Informatique',' Télécoms / Réseaux',' De 3 à 5 ans',' Bac +4',' CDI','Ingénieur Réseau et Sécurité'
Casablanca,'Disty technologies',' Informatique',' Télécoms / Réseaux',' De 3 à 5 ans',' Bac +4',' CDI','Ingénieur '
Casablanca,'Disty technologies',' Informatique',' Télécoms / Réseaux',' De 3 à 5 ans',' Bac +4',' CDI','Ingénieur '
Rabat,'Webhelp Maroc',' Telecom',' Télécoms / Réseaux',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur Support Applicatif'
Casablanca,'Auto Nejma Maroc S.A.',' Automobile / Motos / Cycles',' Gestion projet / Etudes / R&D',' De 1 à 3 ans',' Bac +4',' CDI','Chef de Projet '
'Fès ','Webhelp Maroc',' Centre d\'appel',' Call Centers',' Débutant',' Bac',' Autre','Conseiller Client'
'Tanger ','Aptiv Maroc  (ex Delphi)',' Automobile / Motos / Cycles',' Méthodes / Process / Industrialisation',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,Eumatech,' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,'Oceane Consulting',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Scrum Master '
Salé,'DXC Technology Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +4',' CDI','Développeur '
Casablanca,CRIT,' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac +2',' CDD','Conseiller Client'
Casablanca,Coface,' Recrutement / Intérim',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Responsable RH '
Casablanca,Aria,' Centre d\'appel',' Informatique / Electronique',' De 1 à 3 ans',' Bac +4',' CDI','Expert Technique '
'Oujda ','Groupe ODM',' Pharmacie / Santé',' Gestion / Comptabilité / Finance',' De 10 à 20 ans',' Bac +5 et plus',' CDI','Responsable Administratif '
'Errachidia ','ORH Assessment',' Autres services',' Marketing',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable Marketing '
Casablanca,'CAC (Centrale Automobile Chérifienne)',' Automobile / Motos / Cycles',' Gestion / Comptabilité / Finance',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Contrôleur de Gestion'
'Errachidia ','ORH Assessment',' Autres services',' Marketing',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Service '
Casablanca,'Sitel Group',' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +3',' CDI','Administrateur IT'
Casablanca,'BMCI Groupe BNP Paribas',' Banque / Finance',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de projet IT '
Casablanca,'Attijariwafa bank',' Banque / Finance',' Télécoms / Réseaux',' De 10 à 20 ans',' Bac +5 et plus',' CDI','Expert Technique '
Casablanca,'Attijariwafa bank',' Banque / Finance',' Audit / Conseil',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Auditeur
Casablanca,'Attijariwafa bank',' Banque / Finance',' Télécoms / Réseaux',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Administrateur IT'
Casablanca,'Air Arabia',' Aéronautique / Spatial',' Production / Qualité / Sécurité / Maintenance',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Technicien
Casablanca,'La Marocaine vie',' Assurance / Courtage',' RH / Personnel / Formation',' Débutant',' Bac +5 et plus',' Autre','Responsable RH '
'Fès ','ALTEN Maroc',' Electro-mécanique / Mécanique',' Télécoms / Réseaux',' Débutant',' Bac +2',' Autre',Technicien
'Fès ','ALTEN Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Analyste
Rabat,'ALTEN Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Rabat,'ALTEN Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 1 à 3 ans',' Bac +5 et plus',' CDI',Analyste
Casablanca,'Intelcia ITS',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Manager
Casablanca,Altados,' Banque / Finance',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' Freelance',Consultant
Casablanca,Altados,' Banque / Finance',' Banque',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Chef de Projet '
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Chef de Projet '
Rabat,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Rabat,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Rabat,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 1 à 3 ans',' Bac +5 et plus',' CDD',Assistant
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Télécoms / Réseaux',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' CDD','Animateur '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDD',Analyste
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +2',' CDD',Assistant
'Meknès ','Intelcia ITS',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +2',' CDI',Technicien
Casablanca,'Intelcia ITS',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +2',' CDI',Technicien
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Consultant
Casablanca,'Ratp dev Casablanca',' Comptabilité / Audit',' Audit / Conseil',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Comptable
Casablanca,Altados,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,'HP SEARCH',' Comptabilité / Audit',' Audit / Conseil',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable Administratif '
Casablanca,'Isossell Groupe',' Agence pub / Marketing Direct',' Communication / Publicité / RP',' De 3 à 5 ans',' Bac +3',' CDI','Expert UX/UI '
Casablanca,'Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,'Isossell Groupe',' Agence pub / Marketing Direct',' Communication / Publicité / RP',' De 3 à 5 ans',' Bac +2',' CDI','Infographiste '
Casablanca,'Deloitte Nearshore',' Conseil / Etudes',' Assistanat de Direction / Services Généraux',' De 1 à 3 ans',' Bac +3',' CDI','Gestionnaire '
Casablanca,'Eca Assurances',' Assurance / Courtage',' Assurance',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,'Intelcia ITS',' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac',' CDI','Téléconseiller '
'Skhirat ','Label\'Vie - Carrefour Market',' Distribution',' RH / Personnel / Formation',' Débutant',' Bac +3',' Autre','Responsable RH '
Salé,'DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +4',' CDI','Infographiste '
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 10 à 20 ans',' Bac +5 et plus',' Freelance','Tech Lead'
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Chef de Projet '
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de projet IT '
Casablanca,Altados,' Conseil / Etudes',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' Freelance','Ingénieur Testeur'
